onset	duration	trial_type	pic_name	pic_price(NTD)	display_ttag	self_rating	rating_ttage	other_rating	present_rating_ttag	self_buy	other_buy	sellf_buy_ttag	display_purchase_ttag
0.0133	9.7282	together	f195.jpg	290	0.0010	1	1.7540	2	4.8534	notbuy	notbuy	7.8536	8.6153
9.7416	13.4331	alone	f122.jpg	1122	0.0107	3	1.6827	2	16.4888	notbuy	notbuy	21.4889	22.0462
23.1747	13.5642	together	m4.png	780	0.0242	3	3.9072	1	29.1129	buy	buy	35.1131	35.6402
36.7389	12.5826	together	f75.jpg	790	0.0377	3	3.8447	2	43.6119	notbuy	buy	47.6121	48.2321
49.3215	11.7384	together	f193.jpg	590	0.0503	1	1.1013	2	54.4629	notbuy	notbuy	59.4631	59.9469
61.0599	13.6890	alone	f24.png	1900	0.0621	3	2.1321	2	67.1903	notbuy	notbuy	73.1904	73.6399
74.7489	15.4829	together	n57.png	4900	0.0757	2	2.7967	2	83.5919	notbuy	notbuy	88.5921	89.0898
90.2318	14.3406	together	f106.jpg	384	0.0912	2	3.8322	2	98.0434	notbuy	notbuy	103.0436	103.4487
104.5724	15.4933	together	n1.png	19	0.1056	2	6.8646	2	113.3597	notbuy	na	118.3599	118.9776
120.0657	12.0187	together	a6.png	18000	0.1211	2	4.1951	2	126.1936	notbuy	notbuy	130.1937	130.9678
132.0844	11.4327	together	f150.jpg	770	0.1331	2	4.9041	2	138.9082	notbuy	notbuy	141.9084	142.4284
143.5171	13.6630	together	f103.jpeg	399	0.1445	2	5.2415	2	151.6590	notbuy	notbuy	155.6593	156.0955
157.1801	10.8248	together	f162.jpg	5480	0.1582	3	3.3112	2	163.4087	notbuy	buy	166.4088	166.9123
168.0049	15.0147	together	m50.jpg	980	0.1690	2	4.7150	2	175.6234	notbuy	notbuy	181.6235	181.9834
183.0196	14.3038	together	f51.jpg	250	0.1840	2	2.9320	2	190.8727	notbuy	notbuy	195.8728	196.2401
197.3234	10.5956	alone	f6.png	280	0.1983	2	3.0713	2	203.2469	notbuy	notbuy	206.2470	206.8450
207.9191	12.6449	together	m67.png	45	0.2089	2	4.1079	2	213.8718	notbuy	notbuy	218.8719	219.4350
220.5640	14.9778	alone	m73.jpg	127	0.2216	2	5.7046	2	228.0876	notbuy	buy	233.0878	234.4429
235.5418	10.8750	alone	a65.png	570	0.2365	2	3.4915	2	240.8306	notbuy	notbuy	244.8307	245.3768
246.4167	12.8043	alone	f167.png	2580	0.2474	1	1.2584	2	251.5036	notbuy	notbuy	257.5038	258.1117
259.2211	12.4449	alone	m40.jpg	770	0.2602	2	5.1042	2	266.1004	notbuy	notbuy	270.1006	270.5548
271.6660	16.8022	together	m31.png	1799	0.2727	2	4.2567	2	280.7370	notbuy	notbuy	286.7372	287.3405
288.4682	12.7019	alone	n75.png	1650	0.2895	1	3.4575	2	294.6846	notbuy	notbuy	299.6848	300.0736
301.1701	13.2519	together	m92.jpg	130	0.3022	2	4.9972	2	307.9180	notbuy	notbuy	312.9181	313.3924
314.4220	5.5780	together	f169.png	1780	0.3154	1	3.3694	0	319.5352	na	notbuy	322.5354	328.5357
