onset	duration	trial_type	pic_name	pic_price(NTD)	display_ttag	self_rating	rating_ttage	other_rating	present_rating_ttag	self_buy	other_buy	sellf_buy_ttag	display_purchase_ttag
0.0940	13.9522	together	f202.jpg	390	0.0011	1	1.9931	2	7.2216	notbuy	notbuy	12.2218	12.9685
14.0462	13.8889	together	f116.jpg	869	0.0150	3	3.0430	2	21.1615	notbuy	buy	25.1616	26.8015
27.9351	9.7093	alone	f27.png	2480	0.0289	3	2.8519	2	32.7899	notbuy	notbuy	35.7901	36.5834
37.6444	13.1349	together	m19.png	1390	0.0386	2	5.0286	2	44.6776	notbuy	notbuy	48.6777	49.6734
50.7793	14.2074	together	f83.jpg	490	0.0518	2	4.5408	2	57.3257	notbuy	notbuy	63.3259	63.8863
64.9867	12.8745	together	p34.jpg	300	0.0660	3	4.1400	2	72.1123	notbuy	buy	75.1125	76.7212
77.8611	12.9959	together	n18.png	140	0.0789	3	3.3669	1	84.2092	buy	buy	89.2094	89.7251
90.8570	14.4978	together	f34.png	199	0.0919	2	2.5439	2	100.4277	notbuy	buy	103.4278	104.2401
105.3548	13.5056	together	a76.png	7120	0.1064	3	5.3194	1	112.6267	buy	buy	115.6268	117.7569
118.8604	12.7080	alone	f192.jpg	590	0.1199	1	4.1799	2	124.9541	notbuy	notbuy	129.9543	130.5158
131.5684	14.2060	together	n86.png	99	0.1326	2	3.5916	2	139.1098	notbuy	notbuy	144.1100	144.6377
145.7744	13.0994	together	m107.jpg	790	0.1468	2	3.5458	2	152.2422	notbuy	notbuy	157.2424	157.7688
158.8738	14.0243	alone	n8.png	770	0.1599	3	3.4649	2	165.2182	notbuy	buy	171.2184	171.8027
172.8981	15.5146	together	f141.jpg	468	0.1739	3	2.6689	2	181.4910	notbuy	buy	186.4911	187.3625
188.4127	13.7018	together	f170.jpg	842	0.1894	3	5.6214	2	195.8904	notbuy	buy	199.8906	201.0045
202.1145	12.3893	together	f36.png	390	0.2031	3	3.5341	2	209.5399	notbuy	buy	212.5401	213.4283
214.5038	11.6677	alone	f64.png	199	0.2155	1	4.2175	2	220.5345	notbuy	notbuy	224.5347	225.0752
226.1716	11.8235	together	m57.png	2320	0.2272	2	4.3852	2	233.4055	notbuy	notbuy	236.4057	236.9102
237.9950	12.5424	together	p35.jpg	600	0.2390	2	5.9880	2	245.7884	notbuy	buy	248.7886	249.4293
250.5375	12.9655	together	n94.png	389	0.2515	1	2.5155	2	255.8711	notbuy	notbuy	261.8713	262.3901
263.5029	15.2110	together	m66.png	799	0.2645	2	6.9195	2	272.2015	notbuy	notbuy	276.2017	277.6129
278.7139	12.3755	alone	m53.jpg	399	0.2797	1	2.8467	2	283.3090	notbuy	notbuy	289.3091	289.9978
291.0894	13.3338	alone	n62.jpg	2100	0.2921	3	5.9051	2	298.7381	notbuy	notbuy	302.7383	303.2948
304.4232	15.5768	together	n37.png	1690	0.3054	3	2.7144	2	309.9022	notbuy	notbuy	314.9024	315.6786
