onset	duration	trial_type	pic_name	pic_price(NTD)	display_ttag	self_rating	rating_ttage	other_rating	present_rating_ttag	self_buy	other_buy	sellf_buy_ttag	display_purchase_ttag
0.1099	13.3841	together	a74.png	225	0.0011	3	2.5391	2	6.7529	notbuy	buy	10.7531	11.3593
13.4940	10.2357	alone	a27.png	2600	0.0145	1	1.7025	2	17.2008	notbuy	notbuy	21.2009	21.5753
23.7297	10.4852	together	f55.png	2050	0.0247	1	0.9297	2	26.6924	notbuy	notbuy	30.6925	31.0572
34.2149	20.9262	together	m78.jpg	590	0.0352	1	2.0922	2	42.3947	notbuy	na	48.3949	48.9642
55.1411	10.5876	together	f183.jpg	390	0.0561	1	1.8651	2	60.0276	notbuy	notbuy	63.0278	63.6262
65.7287	13.2170	together	m62.png	265	0.0667	3	1.6797	1	71.4234	buy	buy	76.4235	76.7861
78.9457	13.0420	together	f204.jpg	990	0.0799	1	1.5579	2	82.4765	notbuy	notbuy	87.4767	87.7901
91.9877	13.2974	together	n25.png	742	0.0930	3	3.6600	2	97.6067	notbuy	buy	101.6068	102.1650
105.2851	18.2210	together	f63.png	750	0.1063	4	1.6243	1	109.8746	buy	na	115.8747	116.2960
123.5061	10.1105	alone	f202.jpg	390	0.1245	1	1.3785	2	127.7944	notbuy	notbuy	131.7946	132.5069
133.6166	10.4632	alone	f115.jpg	688	0.1346	4	1.8816	2	138.4177	notbuy	buy	141.4179	141.9611
144.0799	9.3014	together	n71.png	3690	0.1451	3	1.8261	2	147.8072	notbuy	notbuy	151.8074	152.3279
153.3813	18.3601	together	f30.png	450	0.1544	1	2.8954	2	159.1889	notbuy	na	165.1891	165.6358
171.7414	10.7036	alone	f184.jpg	290	0.1727	1	1.1467	2	174.7507	notbuy	notbuy	178.7508	179.2808
182.4450	20.1175	together	n22.png	2975	0.1834	1	1.5734	2	188.9392	notbuy	na	194.9394	195.3477
202.5624	9.4152	together	m102.jpg	490	0.2036	1	1.1486	2	206.5680	notbuy	notbuy	209.5681	209.9197
211.9777	10.8358	alone	f45.jpg	5900	0.2130	1	2.3090	2	217.1200	notbuy	notbuy	221.1202	221.6949
222.8134	16.0661	together	f190.jpg	590	0.2238	3	2.5768	2	229.2377	notbuy	buy	234.2378	234.7126
238.8795	13.7806	together	m25.png	2430	0.2399	4	2.1929	1	242.8659	buy	buy	248.8660	249.5437
252.6601	14.1800	together	a14.png	4800	0.2537	3	3.9447	2	258.4032	notbuy	buy	263.4034	263.7245
266.8401	18.2877	together	a10.png	5800	0.2678	3	1.8908	2	271.5361	notbuy	na	277.5363	277.9135
285.1277	9.6830	together	a25.png	2700	0.2861	3	2.4111	2	289.3018	notbuy	buy	292.3020	292.7434
294.8107	9.8043	alone	m21.jpg	1780	0.2958	1	3.3188	0	299.8624	na	notbuy	302.8626	303.5364
304.6150	15.3850	alone	n43.png	1107	0.3056	3	2.0586	2	309.4109	notbuy	notbuy	315.4111	315.8063
