onset	duration	trial_type	pic_name	pic_price(NTD)	display_ttag	self_rating	rating_ttage	other_rating	present_rating_ttag	self_buy	other_buy	sellf_buy_ttag	display_purchase_ttag
1.0398	11.9995	alone	a29.png	2335	0.0020	1	1.1730	2	5.2790	notbuy	notbuy	11.2792	11.9940
13.0393	8.8049	together	f181.jpg	408	0.0140	1	0.8970	2	17.0005	notbuy	notbuy	20.0006	20.7922
21.8443	16.3802	alone	f66.png	250	0.0228	2	8.5368	1	32.3992	buy	notbuy	36.3994	37.1861
38.2244	11.8571	alone	m58.png	2250	0.0392	1	1.1262	2	42.3518	notbuy	notbuy	47.3520	48.0380
50.0816	8.7805	together	a39.png	860	0.0511	1	1.9621	2	54.0466	notbuy	notbuy	57.0467	57.8170
58.8621	11.0966	alone	f197.jpg	390	0.0599	1	0.8699	2	61.7119	notbuy	notbuy	67.7121	68.5928
69.9586	9.7918	together	n43.png	1107	0.0710	1	1.1360	2	74.0944	notbuy	notbuy	78.0946	78.7089
79.7504	10.3319	together	f30.png	450	0.0808	3	1.7118	1	84.4454	buy	buy	88.4456	88.9828
90.0823	11.4863	together	n20.png	383	0.0911	3	3.7321	2	95.7768	notbuy	buy	99.7770	100.5238
101.5686	10.0774	together	a78.png	5780	0.1026	3	1.5886	2	106.1249	notbuy	buy	110.1251	110.5737
111.6460	12.9806	alone	f108.jpg	95	0.1126	1	1.1686	2	115.7503	notbuy	notbuy	121.7505	123.3308
124.6266	8.8839	together	n81.png	500	0.1256	1	1.1216	2	127.6769	notbuy	notbuy	130.6771	131.4538
133.5105	14.1135	together	f96.jpeg	1600	0.1345	1	4.3655	2	139.7932	notbuy	notbuy	144.7934	145.5696
147.6241	10.0657	together	m49.jpg	1790	0.1486	3	1.8066	2	151.3394	notbuy	notbuy	155.3395	156.6516
157.6898	9.3533	together	f80.jpg	590	0.1587	3	2.7107	1	162.2909	buy	buy	165.2911	165.9875
167.0432	12.7198	alone	n96.png	999	0.1680	3	2.4170	1	171.3185	buy	buy	177.3187	178.6395
179.7629	9.7893	together	a21.png	3180	0.1808	1	1.0928	2	182.7231	notbuy	notbuy	187.7232	188.5094
189.5522	13.0439	alone	f176.jpg	672	0.1906	1	2.1226	2	194.5289	notbuy	notbuy	200.5291	201.5624
202.5961	12.1715	together	a44.png	190	0.2036	2	3.3706	2	207.8238	notbuy	notbuy	211.8240	213.7274
214.7676	10.4161	alone	f93.jpeg	1699	0.2158	3	2.5768	2	219.1470	notbuy	buy	223.1471	224.1294
225.1836	13.2317	alone	n41.png	399	0.2262	3	2.6702	1	229.6471	buy	buy	235.6473	237.3693
238.4154	10.6327	together	n24.png 	697	0.2394	2	2.8204	2	243.0559	notbuy	notbuy	247.0561	248.0022
249.0481	11.9730	alone	f151.jpg	2385	0.2500	1	2.5660	2	253.4053	notbuy	notbuy	259.4055	259.9804
261.0211	10.9601	alone	f57.png	270	0.2620	1	1.6680	2	264.4505	notbuy	notbuy	268.4507	270.9593
271.9812	12.6994	together	a67.png	600	0.2730	2	2.8100	1	276.5711	buy	notbuy	282.5713	283.6361
284.6806	13.1565	alone	n90.png	299	0.2857	1	2.6997	2	289.1291	notbuy	notbuy	295.1293	296.7950
297.8371	10.5686	alone	f87.jpg	490	0.2988	1	2.6458	2	302.2179	notbuy	buy	306.2181	307.3670
308.4057	11.5943	together	m23.png	896	0.3094	2	1.9644	2	313.1170	notbuy	notbuy	318.1171	318.7271
