onset	duration	trial_type	pic_name	pic_price(NTD)	display_ttag	self_rating	rating_ttage	other_rating	present_rating_ttag	self_buy	other_buy	sellf_buy_ttag	display_purchase_ttag
0.0289	9.8572	together	a39.png	860	0.0010	2	2.8880	2	4.9881	notbuy	notbuy	7.9883	8.8018
9.8860	10.5860	alone	f197.jpg	390	0.0109	1	1.0029	2	12.9125	notbuy	na	18.9127	19.3600
20.4720	16.3909	alone	n43.png	1107	0.0215	1	1.7695	2	31.3634	notbuy	notbuy	35.3636	35.7587
36.8630	14.2447	together	f30.png	450	0.0379	2	1.6399	1	45.5798	buy	buy	49.5799	50.0045
51.1077	14.0667	alone	n20.png	383	0.0521	1	2.2301	2	59.4124	notbuy	notbuy	63.4126	64.0835
65.1744	10.8809	alone	a78.png	5780	0.0662	1	1.9352	2	70.1120	notbuy	buy	74.1122	74.9071
76.0554	17.9688	alone	f108.jpg	95	0.0771	3	4.2281	0	86.2941	na	na	92.2942	92.9019
94.0241	16.1642	alone	n81.png	500	0.0950	1	3.5380	2	105.6103	notbuy	notbuy	108.6105	109.0688
110.1883	12.9532	together	f96.jpeg	1600	0.1112	1	2.3632	2	116.5072	notbuy	notbuy	121.5073	122.0346
123.1415	13.0791	alone	m49.jpg	1790	0.1241	1	2.5721	2	130.6757	notbuy	notbuy	134.6759	135.1184
136.2206	17.1862	together	f80.jpg	590	0.1372	2	3.5142	2	148.7552	notbuy	buy	151.7553	152.2842
153.4068	15.2101	together	n96.png	999	0.1544	1	5.1614	2	160.4546	notbuy	na	166.4548	167.4770
168.6169	14.7487	alone	a21.png	3180	0.1696	1	2.2966	2	176.8371	notbuy	notbuy	181.8373	182.2599
183.3655	12.4865	together	f176.jpg	672	0.1844	2	2.9664	2	188.1926	notbuy	na	194.1928	194.7627
195.8520	14.7165	together	a44.png	190	0.1969	3	2.3399	1	205.1214	buy	buy	209.1215	209.5195
210.5686	10.8561	together	f93.jpeg	1699	0.2116	2	2.9606	2	215.3520	notbuy	notbuy	219.3521	220.2964
221.4246	16.0910	alone	n41.png	399	0.2224	3	2.5374	1	229.8300	buy	buy	235.8302	236.3971
237.5156	11.4049	together	n24.png 	697	0.2385	2	3.3415	1	242.6704	buy	notbuy	246.6706	247.8261
248.9206	11.4131	together	f151.jpg	2385	0.2499	2	1.9549	2	252.6530	notbuy	notbuy	258.6532	259.2649
260.3337	13.4623	together	f57.png	270	0.2613	1	4.1953	2	267.3155	notbuy	notbuy	271.3157	272.7677
273.7960	13.0473	alone	a67.png	600	0.2748	2	3.6618	2	279.2353	notbuy	na	285.2354	285.7325
286.8433	33.1567	together	n90.png	299	0.2878	1	2.5828	2	296.2369	notbuy	na	302.2371	302.6233
