onset	duration	trial_type	pic_name	pic_price(NTD)	display_ttag	self_rating	rating_ttage	other_rating	present_rating_ttag	self_buy	other_buy	sellf_buy_ttag	display_purchase_ttag
1.0593	17.3168	together	n20.png	383	0.0021	1	2.1081	2	5.2550	notbuy	na	11.2552	11.9907
18.3761	14.5003	together	a65.png	570	0.0194	2	1.6344	2	23.0571	notbuy	notbuy	29.0573	30.1656
32.8764	14.3711	alone	m37.jpg	1380	0.0339	2	4.6149	2	39.4953	notbuy	notbuy	45.4955	46.1134
47.2476	10.1392	together	n42.png	399	0.0482	3	2.3622	1	51.6029	buy	buy	54.6030	55.2693
57.3867	10.1764	together	f20.png	460	0.0584	1	1.5104	2	60.8886	notbuy	notbuy	64.8888	65.4031
67.5632	14.6560	together	n91.png	329	0.0686	2	4.7516	1	74.3033	buy	notbuy	80.3034	81.1789
82.2192	11.2262	together	a15.png	4500	0.0832	1	2.6422	2	86.8501	notbuy	notbuy	91.8503	92.2797
93.4454	10.4538	together	m105.jpg	990	0.0944	1	2.8284	2	99.2534	notbuy	na	102.2536	102.8345
103.8992	10.8050	alone	f57.png	270	0.1049	1	3.2269	2	109.0548	notbuy	buy	113.0550	113.6703
114.7042	15.8926	alone	f48.jpg	180	0.1157	3	4.0087	1	120.6292	buy	buy	126.6294	129.4854
130.5968	14.4231	together	a74.png	225	0.1316	3	5.9406	1	138.4481	buy	notbuy	142.4483	142.8869
145.0200	15.3470	alone	a27.png	2600	0.1460	1	7.0260	2	153.9346	notbuy	notbuy	157.9348	159.2738
160.3670	14.7575	together	f55.png	2050	0.1614	1	2.4694	2	164.7334	notbuy	notbuy	168.7336	174.0075
175.1245	16.7202	together	m78.jpg	590	0.1761	3	3.2721	1	180.2638	buy	na	186.2639	187.6942
191.8447	10.0831	together	f183.jpg	390	0.1928	2	2.3828	2	197.0818	notbuy	buy	200.0820	200.8382
201.9278	11.8747	together	m62.png	265	0.2029	3	2.2029	1	206.9943	buy	buy	211.9945	212.6829
213.8025	12.5431	together	f204.jpg	990	0.2148	1	2.6668	2	218.3141	notbuy	notbuy	223.3142	224.2037
226.3456	12.5565	together	n25.png	742	0.2273	1	5.0183	2	233.1965	notbuy	notbuy	237.1967	237.8515
238.9021	18.2182	together	f63.png	750	0.2399	1	1.5139	2	244.2625	notbuy	na	250.2627	250.9943
257.1203	11.7424	alone	f202.jpg	390	0.2581	1	3.1101	2	262.0110	notbuy	notbuy	266.0112	267.7240
268.8628	9.0482	alone	f115.jpg	688	0.2699	1	1.5629	2	272.1974	notbuy	notbuy	275.1976	275.8189
277.9110	11.2453	together	n71.png	3690	0.2789	3	3.2049	1	282.8909	buy	buy	286.8910	288.0357
289.1563	14.0621	together	f30.png	450	0.2902	2	3.5832	1	294.5089	buy	notbuy	300.5090	301.1055
303.2184	16.7816	alone	f184.jpg	290	0.3042	1	3.5752	2	308.5234	notbuy	notbuy	312.5236	313.1643
