onset	duration	trial_type	pic_name	pic_price(NTD)	display_ttag	self_rating	rating_ttage	other_rating	present_rating_ttag	self_buy	other_buy	sellf_buy_ttag	display_purchase_ttag
0.0223	13.3217	together	n86.png	99	0.0010	1	2.3320	2	5.4504	notbuy	notbuy	9.4505	10.1919
13.3440	13.2323	alone	f188.jpg	590	0.0143	1	3.7813	2	19.1438	notbuy	buy	25.1440	25.5188
26.5763	13.9009	together	n30.png	799	0.0276	1	3.4366	1	32.0429	buy	notbuy	38.0431	38.4209
40.4771	12.7322	together	f162.jpg	5480	0.0415	3	2.9785	2	45.4602	notbuy	notbuy	51.4604	52.1799
53.2093	12.4371	alone	f29.png	499	0.0542	2	3.0182	2	58.2071	notbuy	notbuy	62.2073	64.6015
65.6464	13.2116	alone	m50.jpg	980	0.0666	3	4.6106	1	72.2153	buy	notbuy	76.2156	77.8184
78.8580	12.1651	together	f86.jpg	200	0.0799	2	3.9839	2	84.8053	notbuy	notbuy	88.8055	89.6943
91.0231	14.5636	alone	n5.png	1500	0.0920	2	2.7460	2	96.7239	notbuy	buy	102.7241	103.5433
105.5867	13.3955	alone	m9.jpg	290	0.1066	3	4.0386	1	111.5583	buy	notbuy	117.5584	117.9320
118.9822	13.9022	alone	m88.jpg	390	0.1200	3	4.0210	1	125.9418	buy	buy	130.9420	131.8379
132.8843	13.3326	together	f100.jpeg	1710	0.1339	2	3.3929	2	138.1862	notbuy	buy	143.1864	144.1568
146.2170	14.0927	together	n20.png	383	0.1472	2	4.2082	2	152.3223	notbuy	notbuy	158.3225	159.2767
160.3096	12.0882	together	a65.png	570	0.1613	1	2.4513	2	164.6552	notbuy	notbuy	170.6554	171.3578
172.3978	13.1643	alone	m37.jpg	1380	0.1734	3	2.7644	1	177.0151	buy	notbuy	183.0152	184.5165
185.5621	11.4479	together	n42.png	399	0.1866	4	3.6886	1	191.1181	buy	buy	194.1182	194.9704
197.0099	10.8331	together	f20.png	460	0.1980	2	3.1490	2	202.0201	notbuy	notbuy	206.0203	206.7823
207.8431	13.5412	together	n91.png	329	0.2088	3	2.9868	1	212.6668	buy	notbuy	218.6669	219.3501
221.3843	12.7294	together	a15.png	4500	0.2224	3	3.6204	2	226.8356	notbuy	notbuy	231.8358	232.9779
234.1136	10.5878	together	m105.jpg	990	0.2351	2	2.8951	2	238.8350	notbuy	notbuy	241.8351	242.6429
244.7014	10.9945	alone	f57.png	270	0.2457	1	2.1997	2	249.6969	notbuy	buy	253.6971	254.6628
255.6959	13.3786	alone	f48.jpg	180	0.2567	1	3.6667	2	261.1301	notbuy	buy	267.1303	268.0267
269.0745	11.9602	together	a74.png	225	0.2701	2	4.4441	2	275.2986	notbuy	notbuy	279.2988	279.9945
281.0347	12.8848	alone	a27.png	2600	0.2820	3	4.0400	2	286.8246	notbuy	notbuy	290.8248	292.1535
293.9195	10.6293	together	f55.png	2050	0.2949	1	2.3599	2	298.0329	notbuy	notbuy	302.0331	302.4953
304.5489	15.4511	together	m78.jpg	590	0.3055	3	3.8445	1	310.1486	buy	buy	316.1488	316.5652
