onset	duration	trial_type	pic_name	pic_price(NTD)	display_ttag	self_rating	rating_ttage	other_rating	present_rating_ttag	self_buy	other_buy	sellf_buy_ttag	display_purchase_ttag
1.0660	13.1001	alone	f166.jpg	2690	0.0021	2	1.3661	2	6.5209	notbuy	buy	12.5212	13.0328
14.1661	16.0212	together	m40.jpg	770	0.0152	1	4.3702	2	20.5992	notbuy	notbuy	24.5994	25.0177
30.1873	15.1824	alone	f42.png	245	0.0312	2	1.4182	2	37.6599	notbuy	buy	42.6601	43.2565
45.3697	11.7100	together	f35.png	790	0.0464	1	4.0914	1	51.4621	buy	buy	54.4622	54.9442
57.0797	11.3416	together	f144.jpg	1020	0.0581	1	1.6201	2	61.6942	notbuy	notbuy	64.6943	65.2692
68.4213	12.4171	alone	a42.png	835	0.0694	1	2.8824	2	73.2739	notbuy	notbuy	78.2740	78.7498
80.8384	11.2551	alone	m8.jpg	300	0.0818	1	1.0208	2	84.8172	notbuy	notbuy	89.8174	90.9977
92.0935	13.1304	together	n81.png	500	0.0931	1	1.3841	2	95.4431	notbuy	notbuy	98.4433	104.1244
105.2239	10.3832	alone	f85.jpg	190	0.1062	1	1.7272	2	110.9016	notbuy	buy	113.9017	114.4883
115.6071	18.9708	alone	f182.jpg	286	0.1166	1	9.4096	2	126.9381	notbuy	notbuy	132.9383	133.4712
134.5779	14.2073	alone	a34.png	1250	0.1356	1	7.4266	2	143.9105	notbuy	buy	146.9106	147.6898
148.7852	11.8489	together	a82.png	2900	0.1498	1	1.4868	2	152.1569	notbuy	notbuy	157.1571	157.4877
160.6342	19.2947	together	n37.png	1690	0.1616	2	7.8056	2	170.3215	notbuy	notbuy	176.3216	176.8293
179.9288	16.2088	together	a84.png	1500	0.1809	2	4.4989	2	186.2847	notbuy	buy	191.2848	195.0292
196.1376	16.5624	alone	f79.jpg	237	0.1971	2	1.8021	2	199.7732	notbuy	notbuy	205.7733	210.6358
212.7000	19.9883	alone	m87.jpg	390	0.2137	2	10.2137	2	224.7328	notbuy	notbuy	229.7330	231.5915
232.6883	8.3530	together	f191.jpg	590	0.2337	2	1.8087	2	236.3028	notbuy	notbuy	239.3030	240.0063
241.0413	17.4917	together	f134.jpg	306	0.2420	3	2.5790	0	245.4356	na	buy	251.4358	257.4361
258.5330	11.3139	alone	f39.png	29	0.2595	1	2.8995	2	265.2310	notbuy	notbuy	268.2312	268.7429
269.8470	18.3609	alone	m33.png	299	0.2708	1	4.5348	0	276.1500	na	notbuy	281.1502	287.1505
288.2079	14.6893	alone	m54.jpg	1980	0.2892	1	1.8422	0	291.7957	na	notbuy	295.7959	301.7962
302.8971	17.1029	alone	m28.png	2180	0.3039	1	1.3289	2	309.0025	notbuy	notbuy	312.0027	312.4932
