onset	duration	trial_type	pic_name	pic_price(NTD)	display_ttag	self_rating	rating_ttage	other_rating	present_rating_ttag	self_buy	other_buy	sellf_buy_ttag	display_purchase_ttag
1.1597	13.0161	together	m81.jpg	590	0.0022	2	1.0642	1	5.3212	buy	notbuy	11.3214	13.0659
14.1758	10.2944	together	a66.png	575	0.0152	1	1.7342	2	17.9459	notbuy	notbuy	21.9460	23.3687
24.4702	13.9652	alone	a55.png	430	0.0255	1	4.1135	2	30.5894	notbuy	buy	36.5896	37.3096
38.4354	11.5784	alone	f26.png	249	0.0394	1	3.7994	2	44.2234	notbuy	notbuy	48.2236	48.9033
50.0138	9.7989	together	f81.jpg	490	0.0510	2	1.2430	1	53.2621	buy	notbuy	58.2623	58.7803
59.8127	8.2671	alone	a86.png	990	0.0608	2	1.1128	1	62.8967	buy	notbuy	65.8969	67.0320
68.0798	7.6890	together	m92.jpg	130	0.0691	1	0.8831	2	70.9445	notbuy	notbuy	73.9447	74.6989
75.7689	12.2716	together	f104.jpeg	799	0.0768	1	3.6798	2	81.4274	notbuy	notbuy	86.4276	86.9027
88.0405	9.2344	together	f108.jpg	95	0.0890	2	2.6430	1	92.6436	buy	notbuy	95.6438	96.2267
97.2749	10.8358	alone	m101.jpg	490	0.0983	2	1.7093	2	100.9287	notbuy	notbuy	105.9289	106.9905
108.1107	15.1341	together	f171.jpg	425	0.1091	1	5.6431	2	115.6925	notbuy	notbuy	120.6926	121.0932
123.2447	13.3893	together	n92.png	599	0.1242	1	2.9652	2	128.1416	notbuy	notbuy	134.1418	134.5301
136.6340	11.8437	together	n10.jpg	750	0.1376	1	2.0336	2	140.5911	notbuy	notbuy	146.5913	147.3160
148.4777	10.6002	together	n3.png	940	0.1495	1	3.0035	2	153.3892	notbuy	notbuy	157.3894	157.9746
159.0779	11.7317	together	m86.jpg	390	0.1601	1	1.2471	2	162.2229	notbuy	notbuy	168.2230	168.7385
170.8096	8.6259	together	f126.jpg	1122	0.1718	1	1.1878	2	174.8895	notbuy	notbuy	177.8897	178.3994
179.4354	13.5642	together	a35.png	1200	0.1804	1	4.0834	2	185.3888	notbuy	notbuy	190.3889	190.8701
192.9996	11.4196	alone	f151.jpg	2385	0.1940	2	1.8350	1	196.6648	buy	notbuy	201.6650	202.3519
204.4191	12.2161	together	m68.jpg	290	0.2054	1	2.5174	2	208.7877	notbuy	notbuy	212.7879	215.5348
216.6352	13.1794	together	a26.png	2650	0.2176	2	2.9206	1	221.3840	buy	notbuy	227.3841	228.7026
229.8147	11.0366	together	f174.jpg	1350	0.2308	1	1.6068	2	233.2366	notbuy	notbuy	239.2367	239.7334
240.8512	9.3064	together	f175.jpg	757	0.2419	1	2.8949	2	245.5525	notbuy	notbuy	248.5526	249.0885
250.1577	10.5919	together	a46.png	235	0.2512	1	1.9882	2	253.9505	notbuy	notbuy	258.9506	259.6281
260.7496	13.9188	together	m44.png	660	0.2617	1	3.1827	2	265.7182	notbuy	notbuy	270.7184	273.6252
274.6684	10.1384	together	f47.jpg	250	0.2757	1	1.6567	2	278.1009	notbuy	notbuy	283.1010	283.6927
284.8068	7.5604	together	f180.jpg	578	0.2858	1	1.2408	2	287.8172	notbuy	notbuy	290.8174	291.2826
292.3672	11.5988	together	f34.png	199	0.2934	2	1.3124	2	297.4655	notbuy	notbuy	302.4657	302.8276
303.9660	16.0340	alone	f116.jpg	869	0.3050	2	1.6510	1	307.3464	buy	notbuy	310.3466	310.9464
