onset	duration	trial_type	pic_name	pic_price(NTD)	display_ttag	self_rating	rating_ttage	other_rating	present_rating_ttag	self_buy	other_buy	sellf_buy_ttag	display_purchase_ttag
0.0404	10.2125	together	f55.png	2050	0.0010	1	1.4080	2	4.5542	notbuy	notbuy	8.5544	9.1266
10.2529	14.7829	together	m78.jpg	590	0.0113	2	3.4093	2	16.7134	notbuy	notbuy	22.7136	23.9057
25.0358	9.6078	together	f183.jpg	390	0.0260	2	2.7680	2	29.8306	notbuy	notbuy	32.8307	33.6036
34.6436	14.3225	together	m62.png	265	0.0356	2	3.6536	2	42.3467	notbuy	buy	47.3469	47.8254
48.9661	14.0193	together	f204.jpg	990	0.0500	1	1.9580	2	53.9426	notbuy	notbuy	58.9427	59.7952
62.9854	11.9643	together	n25.png	742	0.0640	2	3.9490	2	68.9072	notbuy	notbuy	72.9074	73.8418
74.9497	12.7749	together	f63.png	750	0.0759	2	2.0139	2	79.9614	notbuy	buy	85.9616	86.6176
87.7245	9.8878	alone	f202.jpg	390	0.0887	1	1.9787	2	91.6393	notbuy	notbuy	95.6394	96.5115
97.6123	9.5145	alone	f115.jpg	688	0.0986	3	1.8186	1	102.3887	buy	buy	105.3889	106.0383
107.1268	11.5912	together	n71.png	3690	0.1081	2	3.1461	2	112.2085	notbuy	buy	116.2086	117.6012
118.7180	14.7645	together	f30.png	450	0.1197	2	4.1567	2	125.8258	notbuy	buy	131.8260	132.3799
133.4825	12.3680	alone	f184.jpg	290	0.1345	1	1.3975	2	139.8136	notbuy	buy	143.8137	144.7187
145.8505	12.3864	together	n22.png	2975	0.1469	1	2.7199	2	150.4723	notbuy	notbuy	156.4724	157.1106
158.2370	10.1714	together	m102.jpg	490	0.1592	1	2.4592	2	162.5908	notbuy	notbuy	165.5910	166.3074
168.4084	10.4772	alone	f45.jpg	5900	0.1694	1	1.7244	2	172.0093	notbuy	notbuy	176.0095	176.7606
178.8856	14.0040	together	f190.jpg	590	0.1799	1	3.0859	2	185.8713	notbuy	buy	190.8715	191.7731
192.8896	13.0529	together	m25.png	2430	0.1939	3	2.1339	1	197.8887	buy	buy	203.8889	204.8318
205.9425	11.8281	together	a14.png	4800	0.2069	2	3.3119	2	211.1024	notbuy	notbuy	216.1026	216.6656
217.7706	13.8168	together	a10.png	5800	0.2188	3	2.2878	1	222.9013	buy	notbuy	228.9014	229.4748
231.5875	11.0520	together	a25.png	2700	0.2326	2	3.6166	2	237.0195	notbuy	notbuy	240.0196	240.5233
242.6395	8.8021	alone	m21.jpg	1780	0.2436	1	2.0396	2	246.4675	notbuy	notbuy	249.4677	250.3502
251.4416	12.0483	alone	n43.png	1107	0.2524	1	2.4984	2	255.7199	notbuy	notbuy	261.7201	262.4269
263.4899	10.7006	alone	a8.png	8000	0.2645	1	1.8205	2	267.0756	notbuy	notbuy	272.0758	273.0688
274.1906	12.2244	alone	f166.jpg	2690	0.2752	1	2.6662	2	278.6191	notbuy	notbuy	284.6192	285.3118
286.4149	12.1026	together	m40.jpg	770	0.2874	2	3.3674	2	292.5675	notbuy	buy	296.5677	297.4104
298.5176	21.4824	alone	f42.png	245	0.2995	3	4.9875	2	305.2493	notbuy	buy	310.2495	311.4322
