onset	duration	trial_type	pic_name	pic_price(NTD)	display_ttag	self_rating	rating_ttage	other_rating	present_rating_ttag	self_buy	other_buy	sellf_buy_ttag	display_purchase_ttag
0.0943	14.0255	alone	f84.jpg	580	0.0011	2	3.5241	2	5.6743	notbuy	buy	10.6744	12.9813
14.1198	11.9553	alone	f164.jpg	1090	0.0151	1	1.1361	2	19.3032	notbuy	notbuy	24.3034	24.9824
26.0751	10.6662	together	a81.png	22980	0.0271	2	3.1181	2	32.2332	notbuy	notbuy	35.2334	35.6223
36.7413	13.3667	alone	m106.jpg	990	0.0377	2	2.8067	2	44.5902	notbuy	notbuy	47.5904	49.0142
50.1080	15.7520	alone	f161.jpg	2191	0.0511	2	2.4681	2	57.6006	notbuy	notbuy	63.6008	64.7642
65.8600	9.4369	alone	a47.png	240	0.0669	2	2.7139	2	70.5490	notbuy	notbuy	73.5492	74.1721
75.2968	13.9727	together	f110.jpg	95	0.0763	2	3.1113	2	82.4086	notbuy	notbuy	87.4088	88.1190
89.2695	13.9614	together	f38.png	367	0.0903	3	3.5513	2	94.7782	notbuy	notbuy	100.7784	102.1151
103.2309	11.9155	together	n15.png	199	0.1042	3	3.4182	1	108.5930	buy	buy	113.5931	114.0438
115.1464	13.2075	alone	f187.jpg	290	0.1161	2	2.6871	2	119.7515	notbuy	notbuy	125.7517	127.2488
128.3538	12.0392	alone	f115.jpg	688	0.1294	3	3.1624	2	133.4097	notbuy	buy	138.4098	139.3027
140.3931	11.9566	together	a72.png	798	0.1414	4	3.6614	1	146.9758	buy	notbuy	149.9760	151.2476
152.3497	11.9538	together	n19.png	220	0.1533	2	1.8643	1	156.0887	buy	notbuy	162.0888	163.2076
164.3035	9.7476	alone	f148.jpg	770	0.1653	2	2.3783	2	168.5473	notbuy	notbuy	171.5475	172.9734
174.0511	10.4907	alone	f144.jpg	1020	0.1751	3	1.9011	1	177.7986	buy	notbuy	182.7988	183.4533
184.5417	12.3774	alone	m20.jpg	1280	0.1855	3	4.0015	2	190.3891	notbuy	notbuy	194.3893	195.8093
196.9191	8.8716	alone	m90.jpg	130	0.1979	1	1.4389	2	201.1979	notbuy	notbuy	204.1981	204.7312
205.7907	12.7272	alone	f120.jpg	833	0.2068	2	1.9038	2	212.5555	notbuy	notbuy	216.5557	217.4233
218.5179	14.5440	alone	f63.png	750	0.2195	3	2.0815	1	225.4561	buy	notbuy	230.4563	231.9540
233.0619	12.9835	together	f25.png	120	0.2341	1	1.4201	2	238.3386	notbuy	notbuy	244.3388	244.9512
246.0453	11.3504	together	a27.png	2600	0.2470	2	3.4310	2	252.3047	notbuy	notbuy	255.3049	256.2419
257.3957	12.5195	alone	m35.png	499	0.2584	1	3.9944	2	263.1610	notbuy	notbuy	268.1611	268.8199
269.9153	12.5261	alone	n72.jpg	279	0.2709	1	3.8849	2	275.5634	notbuy	buy	280.5636	281.3308
282.4414	11.9049	alone	f183.jpg	390	0.2834	2	3.0304	2	287.2140	notbuy	notbuy	292.2142	293.1949
294.3462	10.6450	together	n14.png	1499	0.2953	3	2.9643	2	299.0862	notbuy	notbuy	303.0864	303.8675
304.9912	15.0088	together	a33.png	1450	0.3060	2	2.9970	2	309.7340	notbuy	notbuy	315.7342	316.1655
